row_index,SOURCE_PRIOR
1003,0.009557438
1004,0.31620702
1005,0.58263814
1006,0.008246394
1007,0.8561141
1008,0.7763041
1009,0.07298472
1010,0.067032196
1011,0.07611554
1012,0.079481974
1013,0.00077135477
1014,0.31516355
1015,0.064788595
1016,0.0071758507
1017,0.5833268
1018,0.08233021
1019,0.10591771
1020,0.3063243
1021,0.2639164
1022,0.05090157
1023,0.51439124
1024,0.029031169
1025,0.16713238
1026,0.040025555
1027,0.020010099
1028,0.04280055
1029,0.0011451619
1030,0.06315303
1031,0.01485167
1032,0.8448367
1033,0.14576325
1034,0.085612826
1035,0.0007116994
1036,0.012326734
1037,0.063286595
1038,0.009553321
1039,0.0075029307
1040,0.061103754
1041,0.015147795
1042,0.0026177643
1043,0.00035382123
1044,0.45330596
1045,0.036359068
1046,0.031234544
1047,0.15992612
1048,0.65707314
1049,0.029210264
1050,0.001255871
1051,0.0006861084
1052,0.0006878787
1053,0.0006433288
1054,0.25528643
1055,0.0058497274
1056,0.047852762
1057,0.035187237
1058,0.8220786
1059,0.41011962
1060,0.012484813
1061,0.27570108
1062,0.0063328235
1063,0.14327523
1064,0.035084765
1065,0.071830936
1066,0.00044164667
1067,0.0006240882
1068,0.0029582116
1069,0.006499426
1070,0.010041447
1071,0.59481895
1072,0.20862377
1073,0.0053725713
1074,0.18654051
1075,0.06528111
1076,0.03349594
1077,0.08951424
1078,0.21557303
1079,0.00054718205
1080,0.00037935248
1081,0.22401829
1082,0.48716778
1083,0.06677933
1084,0.016112478
1085,0.48582125
1086,0.00068585074
1087,0.0034682725
1088,0.22359498
1089,0.0007474688
1090,0.052904822
1091,0.00070581044
1092,0.05120945
1093,0.0051525035
1094,0.00051312137
1095,0.06868649
1096,0.0016756722
1097,0.0898123
1098,0.7319698
1099,0.4386131
1100,0.030352194
1101,0.0044793626
1102,0.037917376
1103,0.22243758
1104,0.06949222
1105,0.057838608
1106,0.73926914
1107,0.01199523
1108,0.046317153
1109,0.064877234
1110,0.050997097
1111,0.004797176
1112,0.002693877
1113,0.044916622
1114,0.030441886
1115,0.23401017
1116,0.10112238
1117,0.095671274
1118,0.38531986
1119,0.65040636
1120,0.014016932
1121,0.037076827
1122,0.056668364
1123,0.48145223
1124,0.06729005
1125,0.019641064
1126,0.0010008283
1127,0.5051551
1128,0.0026789356
1129,0.26625168
1130,0.039730035
1131,0.44094372
1132,0.00036388094
1133,0.5146158
1134,0.14878224
1135,0.45622617
1136,0.115594484
1137,0.47944003
1138,0.43912506
1139,0.56661844
1140,0.3168792
1141,0.63782847
1142,0.009576792
1143,0.26452264
1144,0.44294944
1145,0.0033834681
1146,0.0007153362
1147,0.03395898
1148,0.35638833
1149,0.16353148
1150,0.4561283
1151,0.4986413
1152,0.024627075
1153,0.72115695
1154,0.005122507
1155,0.028250858
1156,0.51452047
1157,0.008032218
1158,0.57406294
1159,0.003864598
1160,0.031024357
1161,0.022335637
1162,0.0006106855
1163,0.13691351
1164,0.040002346
1165,0.0003977688
1166,0.00032954954
1167,0.8173081
1168,0.00046842865
1169,0.22013585
1170,0.13280892
1171,0.13535108
1172,0.00046128657
1173,0.002476502
1174,0.20605202
1175,0.0022402331
1176,0.019883199
1177,0.09903012
1178,0.44994178
1179,0.6468978
1180,0.14558327
1181,0.04737785
1182,0.18157825
1183,0.060757756
1184,0.6180397
1185,0.79922295
1186,0.0011532422
1187,0.4393157
1188,0.25158188
1189,0.00065775454
1190,0.060588878
1191,0.5297915
1192,0.0003137839
1193,0.6471752
1194,0.059335988
1195,0.057229906
1196,0.4241221
1197,0.00056632987
1198,0.10764034
1199,0.019762859
1200,0.0030307986
1201,0.22504692
1202,0.14039373
1203,0.51689047
1204,0.10889945
1205,0.0004358602
1206,0.29383978
1207,0.006294383
1208,0.0386024
1209,0.30932197
1210,0.009965418
1211,0.5077984
1212,0.0023119384
1213,0.003611718
1214,0.0100930035
1215,0.04985229
1216,0.7143325
1217,0.42613664
1218,0.51590997
1219,0.8420969
1220,0.01987167
1221,0.0476341
1222,0.051190566
1223,0.027626064
1224,0.000597675
1225,0.03628545
1226,0.000344734
1227,0.027804026
1228,0.068078324
1229,0.00053118094
1230,0.09171517
1231,0.001015227
1232,0.08555882
1233,0.09665594
1234,0.27587706
1235,0.30120826
1236,0.5354368
1237,0.0005823075
1238,0.4159426
1239,0.30242884
1240,0.5439223
1241,0.009510003
1242,0.6141821
1243,0.03243143
1244,0.001525622
1245,0.014691671
1246,0.007672295
1247,0.30391264
1248,0.00044645375
1249,0.4164482
1250,0.020248763
1251,0.0028084232
1252,0.6436268
1253,0.057471823
1254,0.019668818
1255,0.0023985722
1256,0.14313765
1257,0.7714995
1258,0.32058877
1259,0.005483148
1260,0.034586713
1261,0.055589683
1262,0.056751005
1263,0.44056472
1264,0.6593468
1265,0.0014031666
1266,0.3636958
1267,0.004150761
1268,0.523987
1269,0.72762614
1270,0.000582939
1271,0.007333628
1272,0.028742502
1273,0.0316761
1274,0.0005990913
1275,0.00066594005
1276,0.045121126
1277,0.04716534
1278,0.35026726
1279,0.019605644
1280,0.2197253
1281,0.15294519
1282,0.036517195
1283,0.029612545
1284,0.002946515
1285,0.032719042
1286,0.04891491
1287,0.0902128
1288,0.8383657
1289,0.24237414
1290,0.017629674
1291,0.74987525
1292,0.00070811185
1293,0.03509867
1294,0.005942167
1295,0.021168629
1296,0.13893779
1297,0.58097297
1298,0.71856505
1299,0.12747833
1300,0.5317276
1301,0.0097426
1302,0.0006095726
1303,0.26345432
1304,0.06705831
1305,0.00039077946
1306,0.0201666
1307,0.10289274
1308,0.11287661
1309,0.5810156
1310,0.8240639
1311,0.6568094
1312,0.0008845666
1313,0.0006379381
1314,0.30783242
1315,0.00034910438
1316,0.0008876297
1317,0.016417492
1318,0.08416355
1319,0.543265
1320,0.43621188
1321,0.0006559136
1322,0.0058690053
1323,0.63402605
1324,0.0010252085
1325,0.00059252407
1326,0.26608598
1327,0.0045802207
1328,0.0027253614
1329,0.25691676
1330,0.047175027
1331,0.0005378336
1332,0.106390394
1333,0.00202153
1334,0.0014758548
1335,0.09145512
1336,0.10151523
1337,0.04637398
1338,0.0006924403
1339,0.013624963
1340,0.29501036
1341,0.62075156
1342,0.0007265274
1343,0.5228988
1344,0.69903195
1345,0.0005796364
1346,0.016065113
1347,0.11236658
1348,0.001339182
1349,0.0060174926
1350,0.58788115
1351,0.14775504
1352,0.00092054333
1353,0.1681367
1354,0.85393417
1355,0.018365733
1356,0.7271878
1357,0.118703224
1358,0.74359983
1359,0.02283347
1360,0.078549385
1361,0.07918485
1362,0.63607824
1363,0.00027895265
1364,0.1144019
1365,0.23023316
1366,0.80324906
1367,0.6988126
1368,0.00037674894
1369,0.87091553
1370,0.007904234
1371,0.004867638
1372,0.06821406
1373,0.003624887
1374,0.5280696
1375,0.00035293185
1376,0.040569246
1377,0.43498388
1378,0.026812166
1379,0.0005692845
1380,0.12674534
1381,0.44352192
1382,0.043557886
1383,0.008204203
1384,0.0003661926
1385,0.29437867
1386,0.687714
1387,0.06308856
1388,0.009907914
1389,0.035578668
1390,0.00038005636
1391,0.41139522
1392,0.00059803267
1393,0.0014004784
1394,0.76672155
1395,0.08936
1396,0.3090101
1397,0.04781433
1398,0.00030209572
1399,0.00468766
1400,0.22003973
1401,0.0046015396
1402,0.1308725
1403,0.0259754
1404,0.00087668514
1405,0.35217357
1406,0.00070533645
1407,0.005832476
1408,0.028740685
1409,0.0037858053
1410,0.2312299
1411,0.0060467664
1412,0.24165194
1413,0.024218531
1414,0.82650596
1415,0.82535714
1416,0.2215111
1417,0.7377191
1418,0.0006263045
1419,0.6750219
1420,0.07355022
1421,0.0007127667
1422,0.042396106
1423,0.45833278
1424,0.09681566
1425,0.057106037
1426,0.043382548
1427,0.0006103057
1428,0.78795516
1429,0.09559937
1430,0.039077356
1431,0.18982674
1432,0.20351823
1433,0.15275656
1434,0.13285011
1435,0.0036940041
1436,0.004272144
1437,0.5253197
1438,0.42521843
1439,0.007679402
1440,0.06571286
1441,0.08493121
1442,0.00054457923
1443,0.00051757385
1444,0.72424984
1445,0.18941204
1446,0.14962965
1447,0.66541415
1448,0.0381178
1449,0.03712017
1450,0.6629407
1451,0.65900314
1452,0.094574854
1453,0.0003606603
1454,0.008732698
1455,0.38151723
1456,0.00036099774
1457,0.058764976
1458,0.42482272
1459,0.09956068
1460,0.00032067817
1461,0.7625848
1462,0.0040830113
1463,0.0044958657
1464,0.6453931
1465,0.00076620874
1466,0.0003021126
1467,0.0003349508
1468,0.01334946
1469,0.0009853008
1470,0.11463933
1471,0.17135008
1472,0.1490512
1473,0.024646737
1474,0.43668166
1475,0.048788965
1476,0.06826228
1477,0.0070439414
1478,0.56935304
1479,0.0006212472
1480,0.0076551056
1481,0.039501727
1482,0.00038793182
1483,0.25675392
1484,0.01723953
1485,0.27953726
1486,0.002444294
1487,0.004612292
1488,0.011331927
1489,0.049675655
1490,0.22117206
1491,0.38875395
1492,0.014739953
1493,0.23642866
1494,0.04533733
1495,0.69351643
1496,0.72782135
1497,0.6411391
1498,0.85177344
1499,0.022675231
1500,0.011089177
1501,0.11892698
1502,0.2317059
1503,0.7563655
1504,0.09317546
1505,0.70218
1506,0.18755288
1507,0.1285425
1508,0.03495488
1509,0.060393978
1510,0.853125
1511,0.34127447
1512,0.0011958203
1513,0.71074784
1514,0.8076132
1515,0.18192641
1516,0.00031888144
1517,0.00055948383
1518,0.026664013
1519,0.0006309206
1520,0.22961073
1521,0.00092644134
1522,0.53798854
1523,0.5382801
1524,0.70027554
1525,0.0059041493
1526,0.048331093
1527,0.26694584
1528,0.007582276
1529,0.027916461
1530,0.00038136262
1531,0.08189054
1532,0.65193856
1533,0.086818
1534,0.16589299
1535,0.15737054
1536,0.025042731
1537,0.83798295
1538,0.82711756
1539,0.00042976724
1540,0.17413734
1541,0.06090164
1542,0.00030282448
1543,0.0052331523
1544,0.26494464
1545,0.0055912645
1546,0.006236714
1547,0.44002947
1548,0.06846024
1549,0.028065056
1550,0.5107244
1551,0.2621985
1552,0.029380491
1553,0.43039554
1554,0.010653537
1555,0.27589974
1556,0.025924271
1557,0.108532526
1558,0.03026053
1559,0.8657938
1560,0.53187335
1561,0.0018137526
1562,0.04617868
1563,0.050241597
1564,0.28067765
1565,0.01888403
1566,0.48321596
1567,0.24033698
1568,0.58853656
1569,0.63999116
1570,0.047679376
1571,0.42203084
1572,0.8366513
1573,0.88301563
1574,0.0036713728
1575,0.523599
1576,0.14523454
1577,0.5103036
1578,0.0006415059
1579,0.00919967
1580,0.014561633
1581,0.6893089
1582,0.078790605
1583,0.06753069
1584,0.034422167
1585,0.0040264544
1586,0.020015081
1587,0.00038438974
1588,0.71559894
1589,0.00032964424
1590,0.6080628
1591,0.055832453
1592,0.051434286
1593,0.47394294
1594,0.0057517826
1595,0.8230446
1596,0.42988023
1597,0.0006535003
1598,0.14640382
1599,0.040061094
1600,0.63543767
1601,0.28094238
1602,0.0032152366
1603,0.17655598
1604,0.67236346
1605,0.090005346
1606,0.08224734
1607,0.5052401
1608,0.26516598
1609,0.29364675
1610,0.06476418
1611,0.09320165
1612,0.21999891
1613,0.65061545
1614,0.030731445
1615,0.08236444
1616,0.004793043
1617,0.025637617
1618,0.15575239
1619,0.00058760424
1620,0.026509663
1621,0.005462368
1622,0.0006955968
1623,0.23508985
1624,0.28478977
1625,0.2707333
1626,0.005638438
1627,0.11728282
