fold,feature,is_commute_hte,is_income_hte,is_fine_income_te,is_exact_te,is_income_digit,is_exact_frequency,gain_importance
1,Current_Car_Type,False,False,False,False,False,False,0.014792590402066708
1,Home_Charging_Possible,False,False,False,False,False,False,0.08326940983533859
1,Subsidy_Available,False,False,False,False,False,False,0.012055199593305588
1,Range_Anxiety_Level,False,False,False,False,False,False,0.05661236122250557
1,FE__income_digit_ones,False,False,False,False,True,False,0.003861290868371725
1,FE__income_digit_tens,False,False,False,False,True,False,0.01031962689012289
1,FE__income_digit_hundreds,False,False,False,False,True,False,0.0018777657533064485
1,FE__income_digit_thousands,False,False,False,False,True,False,0.006220501847565174
1,FE__income_digit_ten_thousands,False,False,False,False,True,False,0.002023726236075163
1,FE__income_digit_hundred_thousands,False,False,False,False,True,False,0.0
1,FE__income_last2,False,False,False,False,True,False,0.00891055352985859
1,FE__income_last3,False,False,False,False,True,False,0.009331215173006058
1,FE__income_exact_frequency_count,False,False,False,False,False,True,0.007453206926584244
1,FE__income_exact_frequency_log1p,False,False,False,False,False,True,0.0077613419853150845
1,FE__income_exact_frequency_rate,False,False,False,False,False,True,0.01908937469124794
1,FE__commute_exact_frequency_count,False,False,False,False,False,True,0.009124468080699444
1,FE__commute_exact_frequency_log1p,False,False,False,False,False,True,0.00916314497590065
1,FE__commute_exact_frequency_rate,False,False,False,False,False,True,0.0109371617436409
1,TE__Annual_Income_USD_exact,False,False,False,True,False,False,0.17367929220199585
1,TE__Daily_Commute_km_exact,False,False,False,True,False,False,0.04783957824110985
1,HTE__income_1k_bucket,False,True,False,False,False,False,0.007794489152729511
1,HTE__income_10k_bucket,False,True,False,False,False,False,0.012594686821103096
1,HTE__income_100k_bucket,False,True,False,False,False,False,0.003674284555017948
1,HTE__commute_1km_bucket,True,False,False,False,False,False,0.03701017424464226
1,HTE__commute_5km_bucket,True,False,False,False,False,False,0.007730616722255945
1,HTE__commute_10km_bucket,True,False,False,False,False,False,0.003909320570528507
1,HTE__income_50_bucket,False,False,True,False,False,False,0.0716719776391983
1,HTE__income_250_bucket,False,False,True,False,False,False,0.020410368219017982
2,Age,False,False,False,False,False,False,0.046614207327365875
2,Annual_Income_USD,False,False,False,False,False,False,0.06718583405017853
2,Daily_Commute_km,False,False,False,False,False,False,0.01235847920179367
2,Number_of_Cars_Owned,False,False,False,False,False,False,0.011467725969851017
2,Charging_Stations_Near_Home,False,False,False,False,False,False,0.01396272424608469
2,Charging_Stations_Near_Work,False,False,False,False,False,False,0.009244865737855434
2,Environmental_Concern_Level,False,False,False,False,False,False,0.15774254500865936
2,Gender,False,False,False,False,False,False,0.010627162642776966
2,City_Type,False,False,False,False,False,False,0.008889388293027878
2,Current_Car_Type,False,False,False,False,False,False,0.013279169797897339
2,Home_Charging_Possible,False,False,False,False,False,False,0.0738370344042778
2,Subsidy_Available,False,False,False,False,False,False,0.01192287728190422
2,Range_Anxiety_Level,False,False,False,False,False,False,0.057641804218292236
2,FE__income_digit_ones,False,False,False,False,True,False,0.004551851190626621
2,FE__income_digit_tens,False,False,False,False,True,False,0.011205124668776989
2,FE__income_digit_hundreds,False,False,False,False,True,False,0.005875713657587767
2,FE__income_digit_thousands,False,False,False,False,True,False,0.00756696704775095
2,FE__income_digit_ten_thousands,False,False,False,False,True,False,0.0
2,FE__income_digit_hundred_thousands,False,False,False,False,True,False,0.0
2,FE__income_last2,False,False,False,False,True,False,0.008928995579481125
2,FE__income_last3,False,False,False,False,True,False,0.011888359673321247
2,FE__income_exact_frequency_count,False,False,False,False,False,True,0.008451294153928757
2,FE__income_exact_frequency_log1p,False,False,False,False,False,True,0.007157379295676947
2,FE__income_exact_frequency_rate,False,False,False,False,False,True,0.0
2,FE__commute_exact_frequency_count,False,False,False,False,False,True,0.00796465016901493
2,FE__commute_exact_frequency_log1p,False,False,False,False,False,True,0.00937877781689167
2,FE__commute_exact_frequency_rate,False,False,False,False,False,True,0.005618875380605459
2,TE__Annual_Income_USD_exact,False,False,False,True,False,False,0.1839740127325058
2,TE__Daily_Commute_km_exact,False,False,False,True,False,False,0.04197729751467705
2,HTE__income_1k_bucket,False,True,False,False,False,False,0.008646845817565918
2,HTE__income_10k_bucket,False,True,False,False,False,False,0.006913687568157911
2,HTE__income_100k_bucket,False,True,False,False,False,False,0.0026559859979897738
2,HTE__commute_1km_bucket,True,False,False,False,False,False,0.049508754163980484
2,HTE__commute_5km_bucket,True,False,False,False,False,False,0.0102625023573637
2,HTE__commute_10km_bucket,True,False,False,False,False,False,0.0037512986455112696
2,HTE__income_50_bucket,False,False,True,False,False,False,0.08756037056446075
2,HTE__income_250_bucket,False,False,True,False,False,False,0.021387439221143723
3,Age,False,False,False,False,False,False,0.04824080690741539
3,Annual_Income_USD,False,False,False,False,False,False,0.05877860262989998
3,Daily_Commute_km,False,False,False,False,False,False,0.015075580216944218
3,Number_of_Cars_Owned,False,False,False,False,False,False,0.014164341613650322
3,Charging_Stations_Near_Home,False,False,False,False,False,False,0.014829793013632298
3,Charging_Stations_Near_Work,False,False,False,False,False,False,0.0088067427277565
3,Environmental_Concern_Level,False,False,False,False,False,False,0.1526397168636322
3,Gender,False,False,False,False,False,False,0.013704492710530758
3,City_Type,False,False,False,False,False,False,0.009720840491354465
3,Current_Car_Type,False,False,False,False,False,False,0.014567174017429352
3,Home_Charging_Possible,False,False,False,False,False,False,0.08151573687791824
3,Subsidy_Available,False,False,False,False,False,False,0.01141320075839758
3,Range_Anxiety_Level,False,False,False,False,False,False,0.05349838733673096
3,FE__income_digit_ones,False,False,False,False,True,False,0.00397997722029686
3,FE__income_digit_tens,False,False,False,False,True,False,0.012064619921147823
3,FE__income_digit_hundreds,False,False,False,False,True,False,0.0
3,FE__income_digit_thousands,False,False,False,False,True,False,0.006654588505625725
3,FE__income_digit_ten_thousands,False,False,False,False,True,False,0.0
3,FE__income_digit_hundred_thousands,False,False,False,False,True,False,0.0
3,FE__income_last2,False,False,False,False,True,False,0.009309534914791584
3,FE__income_last3,False,False,False,False,True,False,0.010646502487361431
3,FE__income_exact_frequency_count,False,False,False,False,False,True,0.009393705055117607
3,FE__income_exact_frequency_log1p,False,False,False,False,False,True,0.006316524464637041
3,FE__income_exact_frequency_rate,False,False,False,False,False,True,0.0
3,FE__commute_exact_frequency_count,False,False,False,False,False,True,0.009104043245315552
3,FE__commute_exact_frequency_log1p,False,False,False,False,False,True,0.008546138182282448
3,FE__commute_exact_frequency_rate,False,False,False,False,False,True,0.0
3,TE__Annual_Income_USD_exact,False,False,False,True,False,False,0.1899251490831375
3,TE__Daily_Commute_km_exact,False,False,False,True,False,False,0.06275176256895065
3,HTE__income_1k_bucket,False,True,False,False,False,False,0.00874126236885786
3,HTE__income_10k_bucket,False,True,False,False,False,False,0.01082755159586668
3,HTE__income_100k_bucket,False,True,False,False,False,False,0.003234690986573696
3,HTE__commute_1km_bucket,True,False,False,False,False,False,0.04821773245930672
3,HTE__commute_5km_bucket,True,False,False,False,False,False,0.009401155635714531
3,HTE__commute_10km_bucket,True,False,False,False,False,False,0.0045293583534657955
3,HTE__income_50_bucket,False,False,True,False,False,False,0.06701330095529556
3,HTE__income_250_bucket,False,False,True,False,False,False,0.022386949509382248
4,Age,False,False,False,False,False,False,0.04746855050325394
4,Annual_Income_USD,False,False,False,False,False,False,0.06239613890647888
4,Daily_Commute_km,False,False,False,False,False,False,0.014092853292822838
4,Number_of_Cars_Owned,False,False,False,False,False,False,0.012710006907582283
4,Charging_Stations_Near_Home,False,False,False,False,False,False,0.014516583643853664
4,Charging_Stations_Near_Work,False,False,False,False,False,False,0.008203466422855854
4,Environmental_Concern_Level,False,False,False,False,False,False,0.15625832974910736
4,Gender,False,False,False,False,False,False,0.008937757462263107
4,City_Type,False,False,False,False,False,False,0.009706617332994938
4,Current_Car_Type,False,False,False,False,False,False,0.013287017121911049
4,Home_Charging_Possible,False,False,False,False,False,False,0.08204536885023117
4,Subsidy_Available,False,False,False,False,False,False,0.011780724860727787
4,Range_Anxiety_Level,False,False,False,False,False,False,0.050858691334724426
4,FE__income_digit_ones,False,False,False,False,True,False,0.0038145282305777073
4,FE__income_digit_tens,False,False,False,False,True,False,0.010089613497257233
4,FE__income_digit_hundreds,False,False,False,False,True,False,0.003843718906864524
4,FE__income_digit_thousands,False,False,False,False,True,False,0.0074242232367396355
4,FE__income_digit_ten_thousands,False,False,False,False,True,False,0.0
4,FE__income_digit_hundred_thousands,False,False,False,False,True,False,0.0
4,FE__income_last2,False,False,False,False,True,False,0.010487422347068787
4,FE__income_last3,False,False,False,False,True,False,0.009792609140276909
4,FE__income_exact_frequency_count,False,False,False,False,False,True,0.008950562216341496
4,FE__income_exact_frequency_log1p,False,False,False,False,False,True,0.007356221787631512
4,FE__income_exact_frequency_rate,False,False,False,False,False,True,0.004458706825971603
4,FE__commute_exact_frequency_count,False,False,False,False,False,True,0.009554599411785603
4,FE__commute_exact_frequency_log1p,False,False,False,False,False,True,0.0064672320149838924
4,FE__commute_exact_frequency_rate,False,False,False,False,False,True,0.008949365466833115
4,TE__Annual_Income_USD_exact,False,False,False,True,False,False,0.16930019855499268
4,TE__Daily_Commute_km_exact,False,False,False,True,False,False,0.05146772041916847
4,HTE__income_1k_bucket,False,True,False,False,False,False,0.008334467187523842
4,HTE__income_10k_bucket,False,True,False,False,False,False,0.01145329512655735
4,HTE__income_100k_bucket,False,True,False,False,False,False,0.004040414467453957
4,HTE__commute_1km_bucket,True,False,False,False,False,False,0.05901448056101799
4,HTE__commute_5km_bucket,True,False,False,False,False,False,0.007582293823361397
4,HTE__commute_10km_bucket,True,False,False,False,False,False,0.004508081823587418
4,HTE__income_50_bucket,False,False,True,False,False,False,0.07491768151521683
4,HTE__income_250_bucket,False,False,True,False,False,False,0.025930386036634445
